name 	 ottid 	 sources 	 node_id 	 notes
Trichinellidae	567346	ncbi:6332,worms:834682,gbif:5981,irmng:111166	ott567346	
Auchenipteridae	609235	ncbi:31014,worms:154618,worms:154619,gbif:8640,gbif:4286829,irmng:110728	ott609235	
Geogarypidae	201507	ncbi:535086,gbif:7649,irmng:106936	ott201507	
Ancyrocephalidae	62964	ncbi:67522,gbif:4343296,irmng:105540	ott62964	
Cyclophoridae	242114	worms:558734,ncbi:69707,gbif:3244818,irmng:113629	ott242114	
Roeslerstammiidae	714619	ncbi:198968,gbif:5338,irmng:108101	ott714619	
Plagiotropidaceae	250846	ncbi:555842,worms:149515,gbif:7499599,irmng:105688	ott250846	
Anystidae	361315	ncbi:92248,worms:150435,gbif:2824,irmng:104357	ott361315	
Halorubraceae	7000686	ncbi:1963271,gbif:9407771	ott7000686	
Ammotrechidae	252958	ncbi:118512,gbif:5847,irmng:109436	ott252958	
Ramalinaceae	691002	if:81242,ncbi:56478,worms:147711,gbif:4812,irmng:108109	ott691002	
Spengelidae	181951	ncbi:1118796,worms:23150,gbif:1906,irmng:110130,irmng:105349	ott181951	
Plumulariidae	566406	worms:1613,ncbi:308572,gbif:5175,irmng:108596	ott566406	
Retinaphididae	6317123	gbif:7802935	ott6317123	
Pleioptygmatidae	2911014	worms:382216,gbif:4367250,irmng:119850	ott2911014	
Micromitriaceae	762208	ncbi:1107942	ott762208	
Watersiporidae	267171	ncbi:193245,worms:110781,gbif:3490,irmng:105049	ott267171	
Wenzhouxiangellaceae	5580738	ncbi:1676141	ott5580738	
Schindleriidae	72395	ncbi:30918,worms:151417,gbif:4506,irmng:111649	ott72395	
Hydrococcidae	512263	worms:411712,ncbi:1260511,gbif:3244525,irmng:115528	ott512263	
Zalmoxidae	452815	ncbi:118594,gbif:3253428,irmng:106233	ott452815	
Pleuroplitidae	4031400	gbif:8287562,irmng:115830	ott4031400	
Kineosporiaceae	41216	silva:D17527/#5,ncbi:83778,worms:394442,gbif:3835,irmng:112522	ott41216	
Protomyzostomidae	4952644	ncbi:2081647,worms:866870,gbif:8001366,irmng:108060	ott4952644	
Corynomorphaceae	387011	ncbi:239158,gbif:4930,irmng:107232	ott387011	
Trissexodontidae	304715	ncbi:689769,gbif:4562943,irmng:119574	ott304715	
Aphanipathidae	190799	worms:266960,ncbi:578562,gbif:3936,irmng:108115	mrcaott26816ott241654	Maps to same node as: Aphanipathidae - Antipathidae
Luridae	960807	ncbi:39221,worms:479204,gbif:4859315,irmng:117446	ott960807	
Dioecocestidae	5138399	ncbi:2420041,gbif:9343662,irmng:112341	ott5138399	
Buthidae	511971	ncbi:6856,worms:510094,gbif:5848,irmng:104864	ott511971	
Thysanocercidae	5122627	gbif:4547824,irmng:120476	ott5122627	
Lagenismataceae	4029094	worms:345478,gbif:8288,irmng:108366	ott4029094	
Gorgoderidae	772751	ncbi:73338,worms:108445,gbif:6424,irmng:111325	ott772751	
Heteropneustidae	87882	ncbi:31004,worms:154656,gbif:5152,irmng:110696	ott87882	
Rhytidocystidae	135632	ncbi:358186,worms:562798,gbif:8413248,irmng:113715	ott135632	
Cyclopinidae	330832	ncbi:564997,worms:106414,gbif:4989,irmng:108294	ott330832	
Stygnopsidae	452811	ncbi:118590,gbif:6756892,irmng:120570	ott452811	
Cnismatocentridae	2932757	worms:235248,gbif:3060,gbif:8613886,irmng:100050	ott2932757	
Callirhipidae	891375	ncbi:186986,gbif:3791,irmng:108559	ott891375	
Nematogenyidae	71453	ncbi:646145,worms:267038,gbif:5161,irmng:107958	ott71453	
Sphaeromatidae	181703	worms:118277,ncbi:96822,gbif:2045,irmng:110427	ott181703	
Profundulidae	134583	ncbi:28768,worms:154442,gbif:7660,irmng:107962	ott134583	
Strictispiridae	2910678	worms:390989,irmng:107041	ott2910678	
Orthotrichaceae	981717	ncbi:52989,worms:147486,gbif:4668,irmng:115321	ott981717	
Ypsolophidae	403999	ncbi:687156,gbif:5345,irmng:106345	ott403999	
Ptychatractidae	5693114	worms:411810,ncbi:1719434,gbif:4960558,irmng:119859	ott5693114	
Maxillipiidae	4674845	worms:535554,gbif:4304235,irmng:109239	ott4674845	
Ophioglossaceae	687370	ncbi:13828,worms:425898,gbif:6627,irmng:104577,irmng:114243	ott687370	
Histiostomatidae	113495	ncbi:66576,gbif:2843,irmng:109257	ott113495	
Neoralfsiaceae	2821213	ncbi:1390216,worms:493896,gbif:6539280,irmng:120736	ott2821213	
Limnognathiidae	2845017	gbif:4632628,irmng:115139	ott2845017	
Parasitidae	666029	ncbi:99213,worms:150335,gbif:6083,irmng:115680	ott666029	
Cryptodesmidae	3513925	ncbi:421837,worms:888705,gbif:8233,irmng:111148	ott3513925	
Tethyrhynchiidae	580583	ncbi:1027940,worms:235193,gbif:2008,irmng:116339	ott580583	
Ruminococcaceae	761268	silva:L09173/#5,ncbi:541000,worms:570893,gbif:4894491,irmng:104840	mrcaott184ott63791	
Litocheiridae	4669081	worms:877424,gbif:4647278,irmng:117759	ott4669081	
Clavatulidae	923997	worms:411813,ncbi:1088908,gbif:4605638,irmng:117912	ott923997	
Tineidae	363582	ncbi:41012,worms:989100,gbif:9412,irmng:103420	mrcaott100ott29260	Maps to same node as: Tineidae - Psychidae
Loricariidae	87895	ncbi:31002,worms:154623,gbif:5158,irmng:114127	ott87895	
Filobasidiaceae	611414	if:80772,ncbi:5408,gbif:7581,irmng:105986	ott611414	
Arenicolidae	563193	ncbi:42115,worms:922,gbif:5753,irmng:104752	ott563193	
Cicerinidae	52264	ncbi:297398,worms:142090,gbif:7250,irmng:110375	ott52264	
Eupatagidae	3649876	worms:510689,gbif:5964149,irmng:121814	ott3649876	
Uristidae	726754	worms:176808,ncbi:398846,gbif:4467,irmng:107884	ott726754	
Ceramonematidae	137164	ncbi:331559,worms:2176,gbif:2605,irmng:112406	ott137164	
Astriclypeidae	3650953	ncbi:41277,worms:196259,gbif:3249491,irmng:100603	ott3650953	
Fauxulidae	7499109	ncbi:2064795,gbif:9584526	ott7499109	
Pycnococcaceae	300506	ncbi:41878,worms:22613,gbif:8921,irmng:116065	ott300506	
Atlantasellidae	3001578	worms:248275,gbif:8694,irmng:108444	ott3001578	
Penthaleidae	916420	ncbi:296205,worms:150426,gbif:6066,irmng:109020	ott916420	
Surianaceae	107001	ncbi:27046,worms:414897,gbif:6665,irmng:113613	ott107001	
Penthalodidae	1034230	ncbi:360066,worms:150427,gbif:2811,irmng:109021	ott1034230	
Cannobotryidae	4020076	ncbi:2506352,worms:367307,gbif:3236130,irmng:113239	ott4020076	
Glomosporiaceae	231161	if:80806,ncbi:62925,worms:988612,gbif:7578,irmng:107571	ott231161	
Sporolithaceae	559056	ncbi:48966,worms:143692,gbif:8997,irmng:106323	ott559056	
Psoquillidae	599584	ncbi:342049,worms:989521,gbif:4381,irmng:111323	ott599584	
Tendridae	4148788	worms:237797,gbif:6025,irmng:104482	ott4148788	
Acheilognathidae	6141930	ncbi:2509195,gbif:8659757	mrcaott231ott2200	
Anthocerotaceae	164382	ncbi:13811,gbif:3106,irmng:113456	ott164382	
Fabaceae	560323	ncbi:3803,worms:414814,gbif:5386,irmng:115372	ott560323	
Cuneoppiidae	3532252	gbif:4045,irmng:118096	ott3532252	
Olindiidae	129260	worms:578126,ncbi:1104538,ncbi:128125,gbif:3251275,irmng:108858,irmng:107776,irmng:117939	ott1097120	
Choreutidae	607861	ncbi:219287,worms:989025,gbif:4870,irmng:109582	mrcaott100ott9946	
Yponomeutidae	1085172	ncbi:33464,worms:989102,gbif:8874,irmng:113848	mrcaott6619ott22623	
Bucerotidae	489457	ncbi:57380,worms:196037,gbif:9720,irmng:101355	ott489457	
Pleurobranchidae	165261	worms:1755,ncbi:71291,gbif:7053,irmng:112546	ott165261	
Cyrillaceae	195604	ncbi:4339,gbif:6706,irmng:115369	ott195604	
Oulastreidae	7994412	ncbi:2653791,gbif:10146688	ott7994412	
Acrobothriidae	857285	ncbi:109302,worms:104940,gbif:4345364,irmng:110725,irmng:106034	ott857285	
Proalidae	412246	ncbi:360696,worms:368543,gbif:8068,irmng:113810	ott412246	
Hydrocenidae	309559	worms:559839,ncbi:200187,gbif:6808,irmng:114154	ott309559	
Pegidiidae	4918843	worms:527001,gbif:7354661,irmng:114939	ott4918843	
Olivellidae	2910169	worms:411808,gbif:4960594,irmng:119836	ott2910169	
Metschnikowiaceae	668443	ncbi:27319,worms:100060,gbif:4139,irmng:107077	ott668443	
Psilopsocidae	480100	ncbi:298024,gbif:4298936,irmng:111322	ott480100	
Pycnophyidae	677394	ncbi:51518,worms:101074,gbif:9292,irmng:113854	ott677394	
Dipodascaceae	607423	ncbi:34353,gbif:4137,irmng:108117	ott607423	
Paraliscidae	4674835	gbif:4642670,irmng:118221	ott4674835	
Paramuriceidae	3694	worms:151540,ncbi:161712,gbif:3250302,irmng:108033	ott3694	
Bitectoporidae	375427	ncbi:558763	ott375427	
Epistomariidae	4804090	ncbi:1696166,worms:414813,gbif:8013144,irmng:115237	ott4804090	
Tetragonuridae	587896	ncbi:316148,worms:125569,gbif:5073,irmng:114175	ott587896	
Cytheromatidae	208844	ncbi:672118,worms:127497,gbif:5197,irmng:109154	ott208844	
Rhytididae	519053	worms:816183,ncbi:146280,ncbi:216411,gbif:9626,irmng:114510	ott519053	
Callidulidae	118661	ncbi:655089,gbif:4868,irmng:108501	mrcaott43864ott118668	
Diploconidae	359346	ncbi:1127138,worms:367340,gbif:3235970,irmng:116014	ott359346	
Rhabdornithidae	814752	ncbi:237436,gbif:4287159	ott814752	
Oculinidae	838102	worms:135078,ncbi:46741,gbif:9255,irmng:100357	mrcaott15231ott292855	
Epactozetidae	3528474	gbif:7420,irmng:118586	ott3528474	
Dajidae	374240	worms:146514,ncbi:330541,gbif:5354,irmng:106455	ott374240	
Picomonadidae	4738958	silva:DQ222876/#5,ncbi:1315717,worms:730534,gbif:7522448	ott4738958	
Condylocardiidae	2860032	worms:151338,ncbi:1582140,gbif:6856,irmng:104561	ott2860032	
Meinertellidae	983657	ncbi:85513,gbif:3783,irmng:116428	ott983657	
Blattisociidae	105544	ncbi:1251892,gbif:8373859	ott105544	
Rhinonyssidae	996419	ncbi:87166,gbif:2829,irmng:109056	ott996419	
Disculicipitidae	5138424	ncbi:1403165,irmng:121595	ott5138424	
Coryneliomycetidae	7514890	ncbi:1985672	mrcaott235ott123355	
Globigerinitidae	4803125	ncbi:2517323,gbif:7845762,irmng:114550	ott4803125	
Austrochilidae	338621	ncbi:88322,gbif:7360,irmng:107972	ott338621	
Delosinidae	4805233	worms:526305,gbif:8167069,irmng:113993	ott4805233	
Mimidae	410222	ncbi:55417,worms:414846,gbif:9321,irmng:108510	mrcaott246ott1488	Maps to same node as: Mimidae - Muscicapidae - Certhiidae - Sylviidae - Zosteropidae
Nitrospiraceae	1024716	silva:M79383/#5,ncbi:189779,worms:571376,gbif:4722,irmng:115051	mrcaott6117ott105428	
Hiatellidae	932806	worms:251,ncbi:61359,gbif:6882,irmng:104506,irmng:102162	ott932806	
Cranoglanididae	87876	ncbi:31008,worms:154646,gbif:8980,irmng:112263	ott87876	
Fortuyniidae	3531151	ncbi:1323727,worms:390912,gbif:7427,irmng:108083	ott3531151	
Coenogoniaceae	51473	if:80621,ncbi:185310,gbif:5857,irmng:103181	ott51473	
Artemiidae	235435	ncbi:38009,worms:480244,gbif:3674,irmng:110167	ott235435	
Spirochonidae	4030116	ncbi:2080623,worms:425461,gbif:7735667,irmng:113620	ott4030116	
Anthocerotidae	108839	ncbi:405585,worms:886302	ott108839	
Craterolophidae	3680345	worms:411580,ncbi:1927916,gbif:6472050,irmng:121240	ott3680345	
Sandeothallaceae	3855998	gbif:2271	ott3855998	
Microthrixaceae	5878232	ncbi:1798913	ott5878232	
Euzetidae	518229	ncbi:66569,gbif:4546515,irmng:116030	ott518229	
Sphaeroidae	4005073	gbif:4893729,irmng:113389	ott4005073	
Gavialidae	195674	ncbi:1294635,gbif:3238583,irmng:103659	ott195674	
Nanozoanthidae	5260788	worms:743534,ncbi:1416930,gbif:7928318	ott5260788	
Proctotrupidae	871435	ncbi:40310,gbif:6043,gbif:3259039,irmng:101022,irmng:116729	ott871435	
Deflandriaceae	4023553	worms:115065,gbif:4378024,irmng:105155,irmng:120785	ott4023553	
Scotocercidae	6152180	ncbi:2614682,gbif:8348347	ott6152180	
Hippopotamidae	510764	ncbi:9831,gbif:5300,irmng:104892	ott510764	
Caleremaeidae	3531872	ncbi:229800,gbif:3618,irmng:117400	ott3531872	
Ranidae	364560	ncbi:8397,worms:448307,gbif:6746,irmng:103657	ott364560	
Ochotonidae	644239	ncbi:9976,gbif:5467,irmng:104929	ott644239	
Soricidae	226446	ncbi:9376,gbif:5534,irmng:104841	ott226446	
Placynthiaceae	185791	if:81183,ncbi:169285,gbif:4118,irmng:108139	ott185791	
Enteroctopodidae	5718915	worms:834049,gbif:7594089	mrcaott68952ott123064	
Brachybasidiaceae	576199	if:80532,ncbi:190068,gbif:3266,irmng:107138	ott576199	
Curaliidae	284913	ncbi:528134,gbif:9371698	ott284913	
Pollicipedidae	211218	ncbi:629293,worms:106054,gbif:5035,irmng:106660	ott211218	
Stenotrachelidae	5540048	ncbi:219439,gbif:7855,irmng:119294	ott5540048	
Agathiphagidae	663278	ncbi:41188,gbif:8663,irmng:108802	ott663278	
Microbiotheriidae	461133	ncbi:30660,gbif:5939,irmng:104588	ott461133	
Derocheilocarididae	977893	ncbi:84305,worms:22736,gbif:9129,irmng:106512	ott977893	
Asteropeiaceae	91868	ncbi:112848,gbif:3761052,irmng:114407	ott91868	
Hildenbrandiophycidae	5584859	ncbi:2045264,worms:368689	ott5584859	
Grammicolepididae	816158	ncbi:31099,worms:125614,gbif:2217,irmng:121265,irmng:110264	mrcaott194077ott229756	
Procyonidae	872571	ncbi:9647,gbif:5311,irmng:103178	ott872571	
Glugeidae	632521	if:90417,ncbi:36735,worms:394214,gbif:7507081,irmng:114870	ott632521	
Ethmodiscaceae	182617	ncbi:938125,worms:148939,gbif:2926,irmng:107222	ott182617	
Opitutaceae	384336	silva:X99390/#5,ncbi:134623,worms:564201,gbif:5613,irmng:104914	ott384336	
Treubiaceae	54760	ncbi:93843,gbif:2295,irmng:113405	ott54760	
Glycymerididae	255557	worms:209,ncbi:52935,gbif:6886,irmng:110964,irmng:115569	ott255557	
Ustilentylomataceae	489930	if:81927,ncbi:63282,gbif:7593,irmng:107910	ott489930	
Xenillidae	231661	ncbi:229807,gbif:7483,irmng:114038	ott231661	
Peroniaceae	2812922	worms:599651,gbif:8268998,irmng:105239	ott2812922	
Dicruridae	1011499	ncbi:175027,gbif:9310,irmng:103734	mrcaott246ott4820	Maps to same node as: Cinclosomatidae - Aegithalidae - Corvidae - Dicruridae
Callanthiidae	872892	ncbi:270592,worms:125521,gbif:8510,irmng:105206	ott872892	
Tetragoniomycetaceae	5260755	if:81459,ncbi:1851470,gbif:3828,irmng:119160	ott5260755	
Sclerosomatidae	827395	ncbi:118567,gbif:3253390,irmng:108750	ott827395	
Pristolepididae	5558401	ncbi:1489903,worms:826581,gbif:7193077	ott5558401	
Sisoridae	693711	ncbi:30995,worms:154653,worms:154654,gbif:5151,gbif:9229,irmng:114267,irmng:107954	ott693711	
Hyperoliidae	535796	ncbi:8412,gbif:6737,irmng:108353	ott535796	
Eriorhynchidae	306213	ncbi:94820,gbif:6880260,irmng:120223	ott306213	
Lamiaceae	544714	study713:63,ncbi:4136,worms:425910,gbif:2497,irmng:113077	ott544714	
Relicanthidae	5394899	ncbi:1499635,gbif:9554077	ott5394899	
Certhiidae	443267	ncbi:66704,gbif:5227,irmng:109430	mrcaott246ott1488	Maps to same node as: Mimidae - Muscicapidae - Certhiidae - Sylviidae - Zosteropidae
Indriidae	1058643	ncbi:30599,gbif:9422,gbif:4827490,irmng:104504	ott1058643	
Streptothecaceae	2819477	worms:149301,gbif:3236624,irmng:116345	ott2819477	
Vialaeaceae	154962	if:81967,ncbi:300023,gbif:2456,irmng:107913	ott154962	
Dogielinotidae	103875	worms:236753,ncbi:932764,ncbi:932766,gbif:4431,irmng:110382	ott103875	
Scotinosphaeraceae	5233922	ncbi:1387702,gbif:9547807	ott5233922	
Echinoptilidae	168229	worms:196247,ncbi:767325,gbif:8190,irmng:109247	ott168229	
Hexagrammidae	441571	ncbi:30983,worms:154415,gbif:8626,irmng:114345	mrcaott7508ott131552	
Robertanniidae	7650615	gbif:9394534	ott7650615	
Pyrostephidae	1062854	worms:135349,ncbi:316195,gbif:9235,irmng:108605	ott1062854	
Cyttariaceae	68616	if:80677,ncbi:47163,gbif:8378,irmng:110184	ott68616	
Shirleyrhynchidae	973769	ncbi:390025	ott973769	
Iridinidae	778853	worms:835385,ncbi:47533,ncbi:314190,gbif:3247435,gbif:3247459,irmng:102367,irmng:114158	ott778853	
Pilumnidae	284330	worms:106766,ncbi:483405,gbif:4552,irmng:106916	ott284330	
Cerococcidae	811749	ncbi:249422,gbif:3573,irmng:109574	ott811749	
Juliidae	1036545	worms:196330,ncbi:483971,gbif:6549,irmng:104555	ott1036545	
Cyrtolaelapidae	4698493	worms:150331,gbif:4336769,irmng:121390	ott4698493	
Streptomycetaceae	5254644	silva:X87316	ott5254644	
Dipodidae	410912	ncbi:30648,gbif:9435,irmng:104765	ott410912	
Leptolaelapidae	3524973	ncbi:1723297,gbif:6085,irmng:105999	ott3524973	
Sirolpidiaceae	4029024	worms:172189,gbif:4783,irmng:110113	ott4029024	
Pseudotrachelocercidae	2825877	ncbi:2023683,worms:341350,gbif:7406679,irmng:115839	ott2825877	
Sphaeriusidae	112572	ncbi:110033,gbif:4744,gbif:4293564,irmng:105365	ott112572	
Carabidae	413454	ncbi:41073,worms:118092,gbif:3792,irmng:100616	ott829184	
Hirundinellidae	966178	ncbi:118022	ott966178	
Tanaididae	472133	worms:798770,ncbi:314085,gbif:4641173,irmng:110428	ott472133	
Theonellidae	606948	ncbi:45122,worms:131682,gbif:3921,irmng:102649,irmng:113496	ott606948	
Epiphanidae	368452	ncbi:338911,worms:368564,gbif:3884,irmng:107066	ott368452	
Phacotaceae	340096	ncbi:52030,worms:162734,gbif:4849,irmng:109099	mrcaott20288ott226071	
Cuspidariidae	357178	worms:1788,ncbi:61328,gbif:3470,irmng:105063	ott357178	
Celaenopsidae	4702414	gbif:4549800,irmng:108431	ott4702414	
Tipulidae	990413	ncbi:41042,worms:150929,gbif:7634,irmng:103423	ott990413	
Keuphyliidae	3001431	worms:248301,gbif:5371,irmng:106394	ott3001431	
Baeomycetaceae	444952	if:80510,ncbi:83473,gbif:8345,irmng:107050	ott444952	
Monocotylidae	938214	ncbi:66923,worms:119232,gbif:3206,irmng:114260	ott938214	
Taiaroidae	745179	worms:266951,ncbi:86516,gbif:7319,irmng:109214	ott745179	
Pachyzoidae	2935440	worms:943502,gbif:3501,gbif:9367231,irmng:104937	ott2935440	
Anatrichosomatidae	5003970	ncbi:1457285,worms:834680,gbif:6880526,irmng:120079	ott5003970	
Hagiastridae	4004649	gbif:4901216,irmng:105888	ott4004649	
Enteromonadidae	365545	ncbi:306054,worms:562613,gbif:4904801,irmng:114816	mrcaott23963ott202782	
Paraonidae	945713	ncbi:251440,worms:903,gbif:6282,irmng:108668	ott945713	
Benedictiidae	867805	ncbi:69441	ott867805	
Caraboacaridae	4703433	ncbi:2051831,gbif:4543370,irmng:109751	ott4703433	
Bouchardiidae	2933032	worms:235322,gbif:3062,irmng:117299	ott2933032	
Mastacembelidae	457794	ncbi:94233,worms:267040,gbif:2224,irmng:111578	ott457794	
Musapsocidae	312990	ncbi:235186,gbif:4298937,irmng:110409	ott312990	
Scansoriopterygidae	4127284	gbif:4822641,irmng:119056	ott4127284	
Takuidae	499649	worms:409010,ncbi:85304,gbif:4303323,irmng:108054	ott499649	
Romaleidae	161849	ncbi:34652,gbif:7255,irmng:110800	ott161849	
Megamerinidae	521570	ncbi:286518,gbif:5562,irmng:101011	ott521570	
Urotrygonidae	18624	ncbi:86673,worms:397229,gbif:2189,irmng:120689	ott18624	
Deeveyidae	5742527	worms:723655,gbif:7401272	ott5742527	
Vanhorniidae	890367	ncbi:44341,gbif:7920,irmng:103142	ott890367	
Elaeomyxaceae	41209	ncbi:1115741,gbif:4161,irmng:117655	ott41209	
Stannomidae	4918297	ncbi:1852164,worms:162576,gbif:7584564,irmng:114390	ott4918297	
Cryptophialidae	5092913	ncbi:643767,worms:173704,gbif:5102,irmng:105513	ott5092913	
Ptilidiaceae	916329	ncbi:70208,gbif:6116,irmng:114121	ott916329	
Belondiridae	278251	ncbi:211240,worms:834518,gbif:6508,irmng:111303	ott278251	
Erinaceidae	796668	ncbi:9363,gbif:5722,irmng:104888	ott796668	
Heliconiaceae	730916	ncbi:4652,gbif:4677,irmng:113258	ott730916	
Johnstonianidae	642660	ncbi:92070,gbif:4540932,irmng:108574	ott642660	
Chtenopterygidae	906078	worms:23004,ncbi:61697,gbif:3434,irmng:106712	ott906078	
Alicellidae	4674951	worms:468022,ncbi:1315964,gbif:6464228,irmng:121665	ott4674951	
Plectreuridae	443204	ncbi:37848,gbif:5642,irmng:108998	ott443204	
Hansenauropodidae	3518885	gbif:2937,irmng:118017	ott3518885	
Ranixalidae	403946	ncbi:685171,gbif:3095	ott403946	
Vaneyellidae	3653400	worms:196181,gbif:3249778,irmng:109551	ott3653400	
Lycosidae	207310	ncbi:74973,worms:150471,gbif:3417,irmng:100409	ott207310	
Peloppiidae	5743343	ncbi:229806,gbif:3252733	ott5743343	
Clathrulinidae	446832	silva:AY305009/#5,ncbi:238764,worms:591241,gbif:391,gbif:3236263,irmng:10709,irmng:115344	ott446832	
Heterokrohniidae	792703	ncbi:366436,worms:370471,gbif:4307499,irmng:118113	ott792703	
Intrasporangiaceae	231761	silva:D84597/#5,ncbi:85021,worms:394108,gbif:3834,irmng:106616	ott231761	
Hapalodectidae	3612304	gbif:4832521,irmng:103518	ott3612304	
Chlorellaceae	441644	ncbi:35461,worms:160575,gbif:4852,irmng:105103	mrcaott39418ott84763	
Acoleidae	5138390	worms:515788,gbif:3268461,irmng:112379	ott5138390	
Polyceridae	32023	worms:177,ncbi:71317,gbif:6559,irmng:106979	ott32023	
Octopoteuthidae	681982	worms:11741,ncbi:61732,gbif:2871,irmng:119483,irmng:111254	ott681982	
Lepidodasyidae	699393	ncbi:233124,worms:114421,gbif:7391,irmng:110584	ott699393	
Proctophyllodidae	1062352	ncbi:289413,gbif:3252814,irmng:109008	ott1062352	
Ariidae	609233	ncbi:31017,worms:154659,gbif:4512,irmng:114883	mrcaott801ott480916	
Tharybidae	1068754	ncbi:503065,worms:104107,gbif:9056,irmng:110997	ott1068754	
Stenoniscidae	3001214	worms:248318,ncbi:524928,gbif:2043,irmng:109525	ott3001214	
Robertsonidridae	4149295	worms:531405,gbif:6017,irmng:121107	ott4149295	
Cytocystididae	3665158	worms:880118,gbif:6381,irmng:119239,irmng:112343	ott3665158	
Domeciidae	621942	worms:439103,ncbi:652085,gbif:3254321,irmng:107740	ott621942	
Arixeniidae	3509896	ncbi:211562,gbif:4392511,irmng:109648	ott3509896	
Ophiocomidae	669480	ncbi:7621,worms:152490,gbif:3220,irmng:100553	ott669480	
Scutopodidae	1011949	ncbi:53695	ott1011949	
Polychrotidae	101184	ncbi:81957,gbif:5017,irmng:104348	ott101184	
Leiothrichidae	3599375	ncbi:1673678,gbif:6101112	ott3599375	
Thompsonulidae	2953995	ncbi:610317,worms:115182,gbif:5029,irmng:106496	ott2953995	
Apionacaridae	940007	ncbi:387946,gbif:3252765,irmng:108456	ott940007	
Catagoniaceae	1083001	ncbi:146557,gbif:4907346,irmng:118959	ott1083001	
Xenosauridae	690594	ncbi:52181,gbif:9118,irmng:102020	ott690594	
Anthomyiidae	116716	ncbi:30062,worms:150952,gbif:3330,irmng:101323	ott116716	
Nipponoteuthidae	6350021	gbif:8441981	ott6350021	
Monommidae	842977	ncbi:432754,gbif:3263122	ott842977	
Meschiidae	7875911	gbif:9196177	ott7875911	
Blinksiaceae	4742506	worms:368767,gbif:9231,irmng:107286	ott4742506	
Stephanellidae	5673552	worms:468863,gbif:3509,irmng:120949	ott5673552	
Monocentridae	640417	ncbi:88673,worms:151917,gbif:2971,irmng:105132	ott640417	
Discinidae	558549	ncbi:33494,worms:182850,gbif:9298,irmng:101568	ott558549	
Aliquandostipitaceae	710517	if:82130,ncbi:112100,worms:437273,gbif:4806,irmng:107210	ott710517	
Anocellidae	3669938	worms:391927,gbif:4344759,irmng:118909	ott3669938	
Ferrimonadaceae	1039358	silva:X93021/#5,ncbi:267892,worms:570305,gbif:8953,irmng:112268	ott1039358	
Oribatulidae	3529280	ncbi:1427652,worms:449181,gbif:7460,irmng:114964	ott3529280	
Litheliidae	1061229	ncbi:366599,worms:367315,gbif:3236168,irmng:102384	ott1061229	
Amerobelbidae	3531861	gbif:3608,irmng:118151	ott3531861	
Grandjeanicidae	4701828	ncbi:386817,gbif:4652961,irmng:109514	ott4701828	
Opostegidae	257209	ncbi:98982,gbif:6166,irmng:109886	ott257209	
Tetramelaceae	703818	ncbi:196028,gbif:4892811,irmng:115482	ott703818	
Agariciidae	990299	worms:196096,ncbi:46724,gbif:3932,irmng:101251	mrcaott150ott129264	
Clavulinaceae	160855	if:80610,ncbi:68755,gbif:8459,irmng:106073	ott160855	
Hydrochidae	556569	ncbi:154137,gbif:4734	ott556569	
Archinomidae	20366	ncbi:427279,worms:863341	ott20366	
Thyrididae	939130	ncbi:393446,gbif:8870,irmng:110968	ott939130	
Temperatibacteraceae	5580761	ncbi:1549128,gbif:9462476	ott5580761	
Nannochoristidae	524835	ncbi:172803,gbif:6041,irmng:101732	ott524835	
Transvenidae	637612	ncbi:317557,worms:448602,gbif:5890713,irmng:119776	ott637612	
Chlidonophoridae	657289	ncbi:1134132,worms:235239,gbif:7533,irmng:109808	ott657289	
Armorhydridae	3684041	worms:22808,gbif:3938,irmng:107263	ott3684041	
Lyreididae	5090686	worms:877400,gbif:6927319,irmng:119921	ott5090686	
Terapontidae	1089730	ncbi:30875,worms:125568,gbif:5072,irmng:106561	ott1089730	
Thalassocalycidae	1049469	ncbi:140485,worms:238009,gbif:3598,irmng:111603	ott1049469	
Stercorariidae	168297	ncbi:54049,worms:136990,gbif:9347,irmng:101112	ott168297	
Entobiidae	2959874	worms:128570,gbif:4303239,irmng:107015	ott2959874	
Mitrocomidae	206551	worms:14665,ncbi:36081,gbif:7001,irmng:109027	ott206551	
Silicoloculinidae	4803830	worms:720962,gbif:8001662,irmng:114116	ott4803830	
Tytonidae	402457	ncbi:30462,gbif:5292,irmng:104234	ott402457	
Pomatiopsidae	61070	worms:397032,ncbi:56139,gbif:2698,irmng:114679	ott61070	
Catophragmidae	365658	ncbi:259981,worms:733041,gbif:9154,irmng:109218	ott365658	
Haplobothriidae	14991	ncbi:108248,gbif:4282347,irmng:111009	ott14991	
Rhizobiaceae	158309	silva:D11343/#5,ncbi:82115,worms:414879,gbif:7818,irmng:108794	mrcaott89ott26838	
Aneuraceae	818070	ncbi:39024,gbif:6125,irmng:113200,irmng:112157	ott818070	
Mycetophilidae	1008047	ncbi:29035,worms:150937,gbif:5565,irmng:102918	ott199311	
Ranellidae	795768	worms:10109,ncbi:69569,ncbi:2483521,gbif:2663,gbif:9252056,irmng:104363	ott795768	
Bdellouridae	888216	ncbi:46764,worms:142115,gbif:6367,irmng:112497	ott888216	
Connaraceae	766272	ncbi:25889,gbif:6669,irmng:114609	ott766272	
Oplophoridae	742235	worms:106786,ncbi:100891,gbif:8653,irmng:109896	ott742235	
Basiliolidae	25950	ncbi:136840,worms:235170,gbif:3216,irmng:105432	ott25950	
Rhizosphaeridae	447949	ncbi:1191176,gbif:4894648,irmng:112887	ott447949	
