name 	 ottid 	 sources 	 node_id 	 notes
Pyrirhynchidae	6326266	gbif:7815994	ott6326266	
Hapalospongidiaceae	7562340	ncbi:2511153,gbif:9962294	ott7562340	
Spelaeogriphidae	760234	worms:412746,ncbi:116658,gbif:4304181,irmng:100508	ott760234	
Eukoeneniidae	240149	ncbi:118658,worms:510081,gbif:3782,irmng:101883	ott240149	
Tricyclusidae	4712936	worms:235733,gbif:3356,irmng:109199	ott4712936	
Actinidiaceae	279976	ncbi:3623,gbif:2385,irmng:114560	ott279976	
Reticulariaceae	657038	ncbi:435426,worms:988423,gbif:3213352,gbif:3296516,irmng:107465	ott657038	
Neobradyidae	2953883	ncbi:610302,worms:115164,gbif:5006,irmng:109080	ott2953883	
Hubbardiidae	525861	ncbi:483291,gbif:7767,gbif:3253258,irmng:101164,irmng:105992	ott525861	
Salvadoraceae	1012293	ncbi:4324,gbif:3232304,irmng:114650	ott1012293	
Torquatellidae	4149565	worms:467935,irmng:121724	ott4149565	
Agathemeridae	612786	ncbi:523710,gbif:9112	ott612786	
Ginglymostomatidae	331731	ncbi:30507,worms:105705,gbif:2201,irmng:113529	mrcaott17080ott24097	
Eriocraniidae	905891	ncbi:41178,gbif:6946,irmng:110421	ott905891	
Chaetodactylidae	1080322	ncbi:223455,gbif:3252843,irmng:108643	ott1080322	
Madtsoiidae	4126083	gbif:4820460,irmng:116286	ott4126083	
Hongshanornithidae	6150773	gbif:8538548	mrcaott246ott4143599	
Paradisaeidae	1058847	ncbi:9149,gbif:5711,irmng:108515	ott1058847	
Oribotritiidae	673488	ncbi:229750,worms:508153,gbif:3630,irmng:114059	ott673488	
Quimperiidae	424308	ncbi:397503,worms:834818,gbif:3249058,irmng:110715	ott424308	
Bombinatoridae	1013112	ncbi:30312,gbif:3077,irmng:106092	ott1013112	
Holophryidae	884734	ncbi:614056,worms:409633,gbif:8173953,irmng:112985	ott884734	
Ceratopogonidae	250528	ncbi:41819,worms:150940,gbif:3340,irmng:100112	ott250528	
Atopobiaceae	5580964	ncbi:1643824,gbif:9134189	ott5580964	
Umbellulidae	134797	worms:128486,ncbi:86576,gbif:7310,irmng:109033	ott134797	
Ophionereididae	5926355	ncbi:1815953,worms:123199,gbif:7537,irmng:110235	ott5926355	
Parastenheliidae	639301	ncbi:512262,worms:115169,gbif:9107,irmng:105429	ott639301	
Tiarannidae	663005	worms:22767,ncbi:645430,gbif:7314,irmng:108201	ott663005	
Cyatheaceae	864943	ncbi:29635,gbif:6624,irmng:112972	ott864943	
Xyalidae	10166	ncbi:73923,worms:2190,gbif:4348631,irmng:115193	ott10166	
Bursariidae	1016180	ncbi:55723,gbif:8143094,irmng:115686	ott1016180	
Rhinocerotidae	1034218	ncbi:9803,gbif:9415,irmng:104687	ott1034218	
Multipeniatidae	3665393	worms:479172,gbif:3135,irmng:107205	ott3665393	
Lamippidae	2959327	ncbi:1460105,worms:128576,gbif:5042,irmng:106439	ott2959327	
Pleuromastigaceae	5155051	gbif:3237361,irmng:107516	ott5155051	
Menthidae	3578007	worms:510091,gbif:3688,irmng:108439	ott3578007	
Coliidae	815971	ncbi:57385,gbif:9305,irmng:104769	ott815971	
Octomacridae	511872	ncbi:92223,gbif:4412154	ott511872	
Graffillidae	3665386	ncbi:1312212,worms:142083,gbif:6380,irmng:110731	ott3665386	
Thoracosphaeraceae	4924792	silva:AB183671/#7,ncbi:1691972,worms:109438,gbif:8254631,irmng:103700	mrcaott32008ott32010	
Polyodontidae	904108	ncbi:7911,worms:367609,gbif:2948,irmng:114566	ott904108	
Sportellidae	996775	worms:23122,ncbi:114925,gbif:6844,irmng:114683	ott996775	
Rhabditidae	920943	ncbi:6243,worms:2213,gbif:6474,irmng:110514	mrcaott10063ott14298	
Pseudocyclopidae	1023227	ncbi:298413,worms:104098,gbif:9050,irmng:109503,irmng:107376	mrcaott99192ott2957610	
Hypsimetopidae	3001519	worms:248297,ncbi:1306077,gbif:5365,gbif:3254440,irmng:121554,irmng:108002	ott3001519	
Acanthogammaridae	356181	worms:244471,ncbi:315608,gbif:3254532,irmng:110429	ott356181	
Sagdidae	570070	worms:23146,ncbi:318258,gbif:2622,irmng:112085	ott570070	
Dianemataceae	1041671	ncbi:1182203,gbif:7523,irmng:108116	ott1041671	
Cephaloziaceae	390612	ncbi:70210,gbif:2288,irmng:114111	ott390612	
Rhopalopsyllidae	899616	ncbi:140710,gbif:8854,irmng:110616	ott899616	
Dinophysiaceae	174488	ncbi:47932,worms:109406,gbif:7864388,irmng:104494	ott174488	
Cillibidae	4702930	ncbi:1712409,gbif:4664241,irmng:117905	ott4702930	
Synlestidae	735547	ncbi:126185,gbif:7630,irmng:105793	ott735547	
Iridaceae	1087540	ncbi:26339,gbif:7698,irmng:113913	ott1087540	
Collimycetaceae	7510126	ncbi:2109529	ott7510126	
Ctenolophonaceae	387173	ncbi:125020,gbif:3644239,irmng:115994	ott387173	
Unciolidae	5092142	worms:248352,ncbi:1818090,gbif:4314559,irmng:107372	ott5092142	
Goodeniaceae	751881	ncbi:16472,worms:414820,gbif:3113,irmng:113401	ott751881	
Gymnarchidae	816148	ncbi:31093,worms:154660,gbif:4229,irmng:112331	ott816148	
Myliaceae	411383	ncbi:984539,gbif:6132,irmng:119547	ott411383	
Hypsostromataceae	616445	if:81962,ncbi:281208,worms:147785,gbif:5744,irmng:106804	ott616445	
Noctilucaceae	867129	ncbi:66804,worms:109418,gbif:8267551,irmng:106422	ott867129	
Brevianthaceae	250098	ncbi:334180,gbif:2290,irmng:105361	ott250098	
Krohnittellidae	3660646	worms:22561,gbif:1901,irmng:107923	ott3660646	
Bathycrinidae	565305	ncbi:228676,worms:123144,gbif:9482,irmng:110038	ott565305	
Lycaenidae	1022101	ncbi:27544,gbif:5473,irmng:101319	ott1022101	
Philodromidae	797488	ncbi:243501,worms:231967,gbif:5639,irmng:100328	ott797488	
Mesotaeniaceae	445870	ncbi:31319,worms:599730,gbif:8851,irmng:107710	ott445870	
Cabombaceae	10934	ncbi:4422,worms:594760,gbif:6681,irmng:115979	ott10934	
Petroicidae	659	ncbi:38563,gbif:5265,irmng:106640	ott659	
Corixidae	806783	ncbi:236405,worms:151135,gbif:6988,irmng:101509	ott806783	
Chromochloridaceae	5602191	ncbi:1656248,gbif:9315494	ott5602191	
Oniscidae	1048765	worms:147057,ncbi:96859,gbif:5381,irmng:110470	ott1048765	
Podasconidae	3001123	worms:147079,gbif:5390,irmng:110216	ott3001123	
Ormyridae	136605	ncbi:272228,gbif:9445,irmng:109887	ott136605	
Rhinobatidae	550657	ncbi:7860,worms:105712,gbif:5876,irmng:114054	ott550657	
Thermithiobacillaceae	896755	silva:AF023264/#5,ncbi:225059,gbif:4881,irmng:116329	ott896755	
Subulinidae	591139	worms:565634,ncbi:145769,gbif:6532,irmng:114687	ott591139	
Cucumaricolidae	2949341	worms:345958,gbif:4303225,irmng:107320	ott2949341	
Lagerpetonidae	4127080	gbif:4823039,irmng:116282	ott4127080	
Pseudocycnidae	2945002	worms:135534,gbif:9186,irmng:109505	ott2945002	
Mesoplophoridae	973792	ncbi:334592,gbif:4652330,gbif:7450,irmng:108440,irmng:108458	ott973792	
Diplaziopsidaceae	680693	ncbi:1203514,gbif:7800745	ott680693	
Vitrellaceae	5584943	ncbi:2605696,gbif:8865980,irmng:121884	ott5584943	
Louriniidae	2953953	ncbi:610301,worms:115161,gbif:5002,irmng:110173	ott2953953	
Selenastraceae	441643	ncbi:35466,worms:599705,gbif:6784780,irmng:121677	ott441643	
Disciadidae	839081	worms:414803,ncbi:576243,gbif:3863,irmng:107617	ott839081	
Parazenidae	648746	ncbi:31102,worms:154245,gbif:2215,irmng:112004	ott648746	
Chiropsalmidae	1051573	worms:266990,ncbi:685045,gbif:3953,irmng:106677	ott1051573	
Metridinidae	342337	ncbi:122094,worms:104092,gbif:9044,irmng:104336	ott342337	
Eosentomidae	1179	ncbi:79725,gbif:6976,irmng:116597	ott1179	
Pompilidae	546228	ncbi:27515,gbif:7913,irmng:101020	ott546228	
Hybotidae	5542840	ncbi:1446258,worms:712100,gbif:9706,irmng:115171	ott5542840	
Gastropidae	513193	ncbi:360653	ott513193	
Achiridae	932825	ncbi:195656,worms:154171,gbif:5081,irmng:106401	ott932825	
Actinodactylellidae	3664969	worms:479207,gbif:6477847,irmng:121307	ott3664969	
Helicophyllaceae	497117	ncbi:132688,gbif:8767,irmng:113249	ott497117	
Nidaliidae	935382	worms:196169,ncbi:86535,gbif:9258,irmng:106945	mrcaott11547ott21831	
Eirenidae	229369	worms:15378,ncbi:128132,ncbi:48402,gbif:8191,irmng:109058	mrcaott442ott33385	Maps to same node as: Lovenellidae - Eirenidae
Vibrisseaceae	947094	if:82072,ncbi:292493,worms:437267,gbif:8386,irmng:107914	ott51652	Maps to same node as: Vibrisseaceae - Sclerotiniaceae - Hyaloscyphaceae - Helotiaceae
Doryphallophoridae	2959593	worms:136593,gbif:6324,irmng:107557	ott2959593	
Acupeinidae	5663035	worms:737747,gbif:8263277	ott5663035	
Brachodidae	1023164	ncbi:753692,gbif:8833,irmng:108554	ott1023164	
Ariommatidae	640307	ncbi:316123,worms:151430,gbif:8491,irmng:114301	ott640307	
Vaillantellidae	4949411	ncbi:1489618,worms:826585,gbif:6877970,irmng:120690	ott4949411	
Lamingtoniidae	3356298	gbif:4290615,irmng:109909	ott3356298	
Lophotidae	788079	ncbi:81371,worms:125479,gbif:3713,irmng:116327	ott788079	
Analgidae	364407	ncbi:387939,gbif:6100,irmng:108503	ott364407	
Liceaceae	542628	ncbi:1233511,worms:988543,gbif:8283,irmng:109484	ott542628	
Paeoniaceae	432991	ncbi:24943,gbif:6711,irmng:113379	ott432991	
Koliellaceae	4734292	ncbi:2030936,worms:558970,gbif:6452152,irmng:121698	ott4734292	
Corambidae	5973495	worms:10124,gbif:2649	ott5973495	
Otopheidomenidae	698934	ncbi:99217,gbif:4663515,irmng:108704	ott698934	
Bentheuphausiidae	358075	worms:110670,ncbi:116701,gbif:2074,irmng:108873	ott358075	
Dicranophoridae	513189	ncbi:360657,worms:134919,gbif:3883,irmng:113954	ott513189	
Randiellidae	5681406	ncbi:1964464,worms:475487,gbif:4813724,irmng:107830	ott5681406	
Urechidae	954047	ncbi:6429,worms:255181,gbif:6198,irmng:110485	ott954047	
Ancistropsyllidae	3324049	gbif:8845,irmng:108811	ott3324049	
Epistominidae	4804192	ncbi:1659753,worms:111923,gbif:7759412,irmng:115238	ott4804192	
Xylariaceae	44252	if:81528,ncbi:37990,worms:147639,worms:100069,gbif:3283251,gbif:4168,irmng:110520	ott44252	
Grassyaphididae	6316498	gbif:7538311	ott6316498	
Dehalococcoidaceae	438716	silva:AF427909/#5,ncbi:1202464,gbif:8840125	ott438716	
Centriscidae	111658	ncbi:206122,worms:125605,gbif:2222,irmng:115302	ott111658	
Sphaeronectidae	322238	worms:135341,ncbi:168790,gbif:3366,irmng:100266	ott322238	
Bathyergidae	692682	ncbi:10167,gbif:5492,irmng:104792	ott692682	
Glossinidae	753712	ncbi:7392,gbif:5550,irmng:101725	ott753712	
Strongylacanthidae	3587576	ncbi:1968202,gbif:4281877,irmng:110950	ott3587576	
Hypopterygiaceae	693438	ncbi:69529,gbif:3229944,irmng:112835	ott693438	
Podoctidae	978939	ncbi:118588,gbif:4661392,irmng:109002	ott978939	
Cordagalmatidae	6372212	worms:872580,gbif:7348452	ott6372212	
Pholoidae	398718	ncbi:222011,worms:941,gbif:7076,irmng:108669	ott398718	
Trichuridae	405870	ncbi:119093,worms:22846,gbif:6493,irmng:111093	ott405870	
Pseudoplagiostomataceae	85237	if:542097,ncbi:933258,gbif:7496367,irmng:120762	ott85237	
Cucurbitariaceae	93060	if:80667,ncbi:221670,worms:723706,gbif:4815,irmng:110136	ott93060	
Congruentidiaceae	4924764	worms:593652,gbif:8391359,irmng:104404	ott4924764	
Hahellaceae	538123	silva:AB020600/#5,ncbi:224379,worms:570424,gbif:9253,irmng:104636	ott538123	
Chilodochonidae	2828873	ncbi:1840157,worms:105940,gbif:7516712,irmng:114768	ott2828873	
Micropontiidae	2945246	worms:135528,gbif:9183,irmng:107748	ott2945246	
Clathrozoellidae	339000	worms:231543,ncbi:576758,gbif:3956,irmng:108331	ott339000	
Clevelandellidae	4923078	ncbi:94667,gbif:8429858,irmng:115346	ott4923078	
Stenopsychidae	213422	ncbi:177924,gbif:4405,irmng:104996	ott213422	
Pseudomuriellaceae	5602195	ncbi:1656243,gbif:9301220	ott5602195	
Melanonidae	1093600	ncbi:30758,worms:125472,gbif:3702,irmng:115966	ott1093600	
Roproniidae	875708	ncbi:32414,gbif:4298551,irmng:105644	ott875708	
Ctenosauriscidae	4129470	gbif:4818087,irmng:112223	ott4129470	
Tetrarhynchidae	5138236	gbif:3268578,irmng:119461	ott5138236	
Pulicidae	81979	ncbi:7511,gbif:8853,irmng:100969	ott81979	
Metridiidae	622556	worms:100678,ncbi:37511,gbif:9214,irmng:109148	ott622556	
Methylocystaceae	592899	silva:L20844/#5,ncbi:31993,worms:571353,gbif:4726,irmng:114990	ott592899	
Pythiogetonaceae	398393	ncbi:944612,gbif:4786,irmng:107423	ott398393	
Bangiaceae	864269	ncbi:31345,worms:143664,gbif:8962,irmng:104252	ott864269	
Caudinidae	220359	ncbi:7696,worms:148810,gbif:9554,irmng:101666	mrcaott212841ott373946	
Paguridae	131908	worms:106738,ncbi:6745,gbif:4531,irmng:109902	mrcaott21959ott79800	
Chalcididae	427746	ncbi:92425,gbif:9439,irmng:101775	ott427746	
Ungulinidae	49759	worms:220,ncbi:186446,gbif:3446,irmng:113279	ott49759	
Sabaconidae	713003	ncbi:118603,gbif:4553148,irmng:119006	ott713003	
Saccocirridae	336933	ncbi:36128,worms:995,gbif:1973,irmng:107298	ott336933	
Aulopidae	264577	ncbi:81361,worms:125441,gbif:2961,irmng:111412	ott19307	Maps to same node as: Synodontidae - Aulopidae
Acrothesauraceae	7059002	ncbi:2083048,gbif:10028598	ott7059002	
Eudactylinidae	345940	ncbi:579021,worms:135521,gbif:5118,irmng:109231	ott345940	
Pedionomidae	163951	ncbi:227190,gbif:9328,irmng:108517	ott163951	
Gadilidae	420431	worms:435,ncbi:39429,gbif:4628420,gbif:7262,gbif:4628418,irmng:115762,irmng:114905,irmng:110899	ott420431	
Pseudolithidae	8011702	gbif:3235977	ott8011702	
Scaphandridae	160364	worms:158,ncbi:108000,gbif:3245234,irmng:111124	ott160364	
Halcampidae	746456	worms:100667,ncbi:132409,gbif:5131,irmng:109280	mrcaott172195ott435730	
Hornelliellidae	694823	ncbi:389906,gbif:4282338,irmng:111013	ott694823	
Pneumocystidomycetidae	5292179	if:90520	ott5292179	
Muspiceidae	969470	ncbi:1150983,worms:834663,gbif:4281968,irmng:110783	ott969470	
Pelobatidae	485821	ncbi:8432,gbif:6743,irmng:103652	ott485820	
Brauninidae	3670599	ncbi:1642635,worms:108457,gbif:3155,irmng:111365	ott3670599	
Holcopogonidae	3232064	gbif:7293,irmng:106473	ott3232064	
Psammaspididae	760231	ncbi:116656,gbif:4304477,irmng:109754	ott760231	
Centropagidae	265972	ncbi:136181,worms:104081,gbif:9036,irmng:110148	ott265972	
Hydrocharitaceae	84269	ncbi:26319,worms:143751,gbif:3721,irmng:115118	ott84269	
Ceratophyllidae	966423	ncbi:51295,worms:991409,gbif:8846,irmng:109572	ott966423	
Pteronyssidae	473665	ncbi:474229,gbif:3252704,irmng:118827	ott473665	
Tonnidae	1068327	worms:23129,ncbi:319804,gbif:2661,irmng:113064	ott1068327	
Alcidae	855478	ncbi:28683,worms:136987,gbif:2985,irmng:104621	mrcaott147723ott280907	
Notonectidae	995297	ncbi:50616,gbif:4322,irmng:114361	ott995297	
Catoscopiaceae	519132	ncbi:146560,gbif:8740,irmng:114209	ott519132	
Carpoglyphidae	730710	ncbi:223457,gbif:2846,irmng:116419	ott730710	
Mrazekiidae	174807	if:90588,ncbi:88067,worms:559113,gbif:8372898,gbif:7754967,irmng:114011,irmng:121893	ott174807	
Cephaloziellaceae	616069	ncbi:280805,gbif:2287,irmng:114112	ott616069	
Tortoplectellidae	4806704	worms:484797,gbif:4892471,irmng:115446	ott4806704	
Kazimierzidae	7912381	gbif:9279804	ott7912381	
Gardineriidae	4715644	worms:266943,gbif:8197,irmng:108145	ott4715644	
Pirimelidae	654030	worms:106751,ncbi:557276,gbif:9007,irmng:110208	ott654030	
Oncobryidae	5010021	gbif:4289823	ott5010021	
Cosmopterigidae	485582	ncbi:173647,gbif:8839,irmng:115190,irmng:111272	ott485582	
Asphodelaceae	461417	ncbi:51383,gbif:3729,gbif:4259209,irmng:113204	ott461417	
Pholoicolidae	7694096	gbif:10373742	ott7694096	
Cochliopodiidae	767925	ncbi:313556,gbif:4906591,irmng:115693	ott767925	
Nannodastiidae	458984	ncbi:1262355,gbif:5567,irmng:106182	ott458984	
Psoralgidae	4700661	ncbi:387949,gbif:4653049,irmng:118820	ott4700661	
Diplophidae	5541313	ncbi:1489802,gbif:8529357	mrcaott595ott7526	
Saururaceae	445974	ncbi:16748,gbif:2421,irmng:114366	ott445974	
Scutacaridae	105541	ncbi:1251898,gbif:6063,irmng:108751	ott105541	
Crassoribatulidae	4699724	gbif:4654070,irmng:105921	ott4699724	
Chalinidae	588764	ncbi:6056,worms:131636,gbif:3909,irmng:107118	mrcaott9622ott90341	Maps to same node as: Niphatidae - Chalinidae - Petrosiidae
Hispanocaderidae	6316531	gbif:8548139	ott6316531	
Berberidaceae	297866	ncbi:41773,worms:426089,gbif:6673,irmng:115921	ott297866	
Heliornithidae	440606	ncbi:54367,worms:196068,gbif:5246,irmng:109370	ott440606	
Trischistomatidae	5003992	ncbi:1853871,worms:955147,gbif:6880404,irmng:120715	ott5003992	
Huttoniidae	35275	ncbi:336671,gbif:3413,irmng:108383	ott35275	
Chyzeriidae	3539102	ncbi:1635254,gbif:2821,irmng:108649	ott3539102	
Ovavesiculidae	5602165	if:90601,gbif:8112813	ott5602165	
Desmopteridae	275620	worms:23027,ncbi:749189,gbif:2615,irmng:110821	ott275620	
Alydidae	1024052	ncbi:41702,gbif:7875,irmng:101096	ott1024052	
Heterocoptidae	781295	ncbi:223470,gbif:4653185,irmng:110990	ott781295	
Chydoridae	598042	ncbi:77713,worms:148356,gbif:7511,irmng:109587	ott598042	
Rondeletiidae	190706	ncbi:88709,worms:125463,gbif:2975,irmng:112685	ott190706	
Ortholineidae	140148	worms:120251,ncbi:364906,gbif:4346204,irmng:115936	ott140148	
Telorchiidae	652866	ncbi:99718,worms:108450,gbif:6406,irmng:114777	mrcaott51766ott579176	
Tiaropsidae	322239	worms:22961,ncbi:168797,gbif:4282630,irmng:107991	mrcaott54550ott570025	
Heterozerconidae	609453	ncbi:122028,gbif:4663533,irmng:110991	ott609453	
Varanidae	713776	ncbi:8555,worms:395082,gbif:5023,irmng:103447	ott713776	
Curimatidae	239847	ncbi:30721,worms:151970,gbif:7204,irmng:113345	ott239847	
Hylodidae	1059295	ncbi:613072,gbif:6736	ott1059295	
Mesostigmataceae	469250	ncbi:35428,worms:599671,gbif:8823,irmng:106144	ott469250	
Thorectidae	485515	ncbi:121495,worms:131627,gbif:8121,irmng:113710	mrcaott11576ott11579	
Cystisomatidae	779466	worms:101415,ncbi:472049,gbif:4428,irmng:108637	ott779466	
Jamesoniellaceae	921294	ncbi:400722,gbif:2281	ott921294	
Columbidae	938413	ncbi:8930,worms:196065,gbif:5233,irmng:101600	ott363030	
Ancorabolidae	2953860	ncbi:610285,worms:115136,gbif:4996,irmng:108021	ott2953860	
Corylophidae	163910	ncbi:196998,worms:150713,gbif:3796,irmng:101511	ott163910	
Adelidae	557830	ncbi:30222,gbif:4538,irmng:104545	ott557830	
Neoleptonidae	2859444	worms:10167,ncbi:1886397,gbif:6848,irmng:114370	ott2859444	
Stygiomysidae	616693	worms:225841,ncbi:116667,gbif:5406,irmng:110150	ott616693	
Mesamphisopidae	3001633	worms:292909,gbif:8893,irmng:121284	ott3001633	
Peridiniphycidae	5257393	silva:AB212091/#8	ott5257393	
Pyroglyphidae	993	ncbi:6952,gbif:2838,irmng:110012	ott993	
Epulotrochidae	7983352	gbif:9448330	ott7983352	
Candonidae	129882	ncbi:288905,worms:127489,gbif:5192,irmng:106622,irmng:110299	ott129882	
Cabiropidae	3001061	worms:248282,gbif:4599,irmng:106236	ott3001061	
Genostomatidae	5131600	ncbi:1963028,worms:479203,gbif:3268735,irmng:108357	ott5131600	
Lamproconiaceae	7517738	ncbi:2041459,gbif:9775949	ott7517738	
Physciaceae	216195	if:81166,ncbi:50934,worms:147740,gbif:8369,irmng:108106	ott216195	
Phalangeridae	323239	ncbi:9335,gbif:5459,irmng:103174	ott323239	
Barbarochthonidae	694464	ncbi:177770,gbif:4389,irmng:107953	ott694464	
Plioplateidae	4673986	worms:549785,gbif:4304292,irmng:121325	ott4673986	
Lestidae	1038335	ncbi:126180,gbif:4489,irmng:105438	ott1038335	
Methanosaetaceae	463348	silva:X16932/#5,ncbi:143067,worms:416260,gbif:7790,irmng:106673	ott463348	
Microcaliciaceae	4066951	if:81002,ncbi:1293435,gbif:4111,irmng:108185	ott4066951	
Typhloplanidae	110831	ncbi:27902,worms:142107,gbif:3146,irmng:117079	ott110831	
Limnoriidae	533772	worms:118275,ncbi:161571,gbif:8891,irmng:109422	ott533772	
Chikilidae	4948197	ncbi:1277729,gbif:9318933	ott4948197	
Chappuisiidae	2953871	worms:345985,gbif:4303213,irmng:109394	ott2953871	
Amphibdellatidae	378029	ncbi:651769,worms:391652,gbif:4343637,irmng:121295	ott378029	
Macrohectopidae	404128	worms:531143,ncbi:315682,gbif:3254611,irmng:109611	ott404128	
Horneridae	269388	ncbi:646321,worms:110808,gbif:5656,irmng:104608	ott269388	
Haliotidae	228111	worms:1727,ncbi:6451,gbif:3245014,irmng:104904	ott228111	
Pholcidae	395536	ncbi:6930,gbif:5638,irmng:100329	ott395536	
Deropristidae	3670485	worms:108436,gbif:4346026,irmng:121817	ott3670485	
Chromodorididae	165260	worms:23003,ncbi:71294,gbif:7046,irmng:111431	ott165260	
Calomyscidae	96791	ncbi:337669,gbif:4264681,irmng:119707	ott96791	
Arecaceae	526437	ncbi:4710,worms:234449,gbif:7681,irmng:114569	ott526437	
Streblidae	606355	ncbi:81697,gbif:4516152,irmng:111123	ott758893	
Xeniidae	935351	worms:125271,ncbi:86538,gbif:7307,irmng:100149	ott935351	
Anoplogasteridae	587929	ncbi:88654,worms:267002,gbif:2970,irmng:111647	ott587929	
Pseudopenilidae	2960720	worms:412857,gbif:4667798,irmng:119343	ott2960720	
Dasythyreidae	4699992	gbif:4651970,irmng:105923	ott4699992	
Coronophoraceae	5345438	if:80647,gbif:3563220	ott5345438	
Lepidepecreellidae	4675190	worms:545443,ncbi:1732369,gbif:4642081,irmng:118790	ott4675190	
Nogodinidae	891614	ncbi:130621,gbif:2233,irmng:109917	ott891614	
Sphinctrinaceae	344372	if:81398,ncbi:57083,gbif:8354,irmng:107650	ott344372	
Eubacteriaceae	16703	silva:M23927/#5,ncbi:186806,worms:565234,gbif:7799,irmng:114744,irmng:112267	ott16703	
Polyclonoolithidae	6149728	gbif:8605492	ott6149728	
Carditidae	1090390	worms:22997,ncbi:52614,gbif:3459,irmng:104972	ott1090390	
Parapylochelidae	6185256	gbif:8697708	ott6185256	
Dussartiellidae	6188364	worms:720599,gbif:7996466	ott6188364	
Brachytheciaceae	79118	ncbi:37421,gbif:4651,irmng:113747	mrcaott3217ott11158	
Keysercytheridae	5742350	worms:826546,gbif:7929226	ott5742350	
Podopterotegaeidae	3532190	gbif:7469	ott3532190	
Scinaiaceae	268739	ncbi:268579,worms:368873,gbif:4946,irmng:106316	ott268739	
Myelospermataceae	5343013	if:82090,gbif:4167,irmng:104625	ott5343013	
Unionidae	255789	worms:160333,ncbi:47526,gbif:3461,irmng:114588	ott255789	
Cleidothaeridae	796226	worms:492719,ncbi:228463,gbif:2744,irmng:104567	ott796226	
Elusimicrobiaceae	675163	silva:AB034017/#5,ncbi:641876,worms:571257,gbif:6533857,irmng:121500	ott675163	
Cebocaridae	4674488	worms:558700,gbif:6464281,irmng:119912	ott4674488	
Pontocyprididae	499568	ncbi:182495,worms:127512,gbif:9272,irmng:110286	ott499568	
Silvanidae	686904	ncbi:196982,worms:989654,gbif:7850,irmng:101840	mrcaott409ott52349	
Maizaniidae	2915094	worms:833799,gbif:4304951,irmng:110648	ott2915094	
Metastrongylidae	221902	ncbi:55271,worms:834873,gbif:6469,irmng:110780	ott221902	
Pyemotidae	435891	ncbi:6948,gbif:2807,irmng:110010	ott435891	
Rhysiidae	4712893	worms:231546,ncbi:576769,gbif:3374,irmng:109443	ott4712893	
Arionidae	1025557	worms:816161,ncbi:6540,gbif:2629,irmng:113302	ott1025557	
Azonexaceae	7030322	ncbi:2008795	ott7030322	
Hepsetidae	814511	ncbi:30718,worms:151972,gbif:3379,irmng:112337	ott814511	
Callianassidae	340332	worms:106800,ncbi:177236,gbif:4477,irmng:110154	ott340332	
Brachyceridae	55853	ncbi:1049078,worms:989683,gbif:8492,irmng:117301	mrcaott413ott199885	
Masonophycaceae	2819673	worms:368893,gbif:4377219,irmng:107874	ott2819673	
Phrynichidae	941694	ncbi:317662,gbif:3605,irmng:110073	ott941694	
Montiniaceae	824517	ncbi:91902,gbif:3234435,irmng:114996	ott824517	
Formicariidae	472037	ncbi:81882,gbif:9311,irmng:108492	mrcaott3212ott27869	
Sebekidae	2957852	ncbi:147238,worms:384721,gbif:9149,irmng:109964,irmng:117009	ott2957852	
Euryleptididae	3670688	worms:479222,gbif:6479242,irmng:121834	ott3670688	
Peltoperlidae	596749	ncbi:143756,gbif:7224,irmng:111207	ott596749	
Anteagloniaceae	5345467	if:804658,ncbi:1446109,gbif:7901593	ott5345467	
Carinogammaridae	134587	worms:732564,ncbi:315641,gbif:4642933	ott134587	
Carettochelyidae	810242	ncbi:44487,gbif:9119,irmng:114585	ott810242	
Vahiniidae	922508	ncbi:298455,worms:346006,gbif:4303238,irmng:107448	ott922508	
Fervidobacteriaceae	5575099	ncbi:1643950	ott5575099	
Megapontiidae	345938	ncbi:579025,worms:135527,gbif:9181,irmng:106869	ott345938	
Cingulopsidae	828040	worms:1740,ncbi:1273264,gbif:6781,irmng:104565	ott828040	
Cambalidae	3512633	ncbi:244988,worms:888692,gbif:9525,irmng:112091	ott3512633	
Rhachitheciaceae	534538	ncbi:61532,gbif:8768,irmng:114598	ott534538	
Clothodidae	429179	ncbi:178284,gbif:2059,irmng:101768	ott429179	
Batrachostomatidae	275130	ncbi:48280	mrcaott275128ott570181	
Vitrimurellidae	5705974	worms:827615,gbif:7476863	ott5705974	
Balanidae	959165	ncbi:37806,worms:106057,gbif:9152,irmng:108665	mrcaott6741ott630775	Maps to same node as: Austrobalanidae - Balanidae
Actaletidae	625987	ncbi:79717,worms:232009,gbif:7226,irmng:105272	ott625987	
Ascodichaenaceae	166603	if:80483,ncbi:167924,gbif:4098,irmng:106798	ott166603	
Pithophoraceae	217842	ncbi:926346,worms:707601,gbif:7799873,irmng:121192	ott217842	
Deuterogoniidae	147708	ncbi:753495	ott147708	
Filispiriferidae	6329860	gbif:8664072	ott6329860	
Atypidae	338624	ncbi:88328,gbif:3398,irmng:104776	ott338624	
Chaperiidae	254558	ncbi:1072064,worms:110737,gbif:2111,irmng:105078	ott254558	
Callipodidae	77632	ncbi:118450,worms:888691,gbif:3001,irmng:112090	ott77632	
Archasteridae	186549	ncbi:136935,worms:152514,gbif:5542,irmng:101161	ott186549	
Pterastericolidae	960811	ncbi:39222,worms:142085,gbif:6378,irmng:105480	ott960811	
Petalophyllaceae	914128	ncbi:402721,gbif:2293	ott914128	
