name, ottid, sources, flags
Abderitidae, 3606880, gbif:4826380,irmng:103973, extinct
Diplovertebrontidae, 6138509, gbif:8523284, major_rank_conflict,extinct,barren
Aturiidae, 4953946, worms:829390,gbif:3245725,irmng:100826, extinct
Gomphonemataceae, 1033660, ncbi:97225,worms:149552,gbif:7894191,irmng:115750, sibling_higher,inconsistent,barren
Coltriciaceae, 8009100, gbif:3295544, barren
Singididae, 6142250, gbif:7466671, sibling_higher,barren
Phthinosauridae, 7667870, gbif:9372616, major_rank_conflict,extinct,barren
Bolosauridae, 4126617, gbif:4822018,irmng:113094, unplaced_inherited,extinct
Microdictyonidae, 4719990, gbif:4579666,irmng:101392, sibling_higher,extinct,barren
Taymyrelectronidae, 3030402, gbif:4709553,irmng:111822, sibling_higher,extinct
Dialidae, 4961024, worms:23028,ncbi:1394481,gbif:3244932,irmng:115469, hidden_inherited
Megatheriidae, 363391, ncbi:136417,gbif:3239349,irmng:102427, extinct
Spiropunctiferidae, 2933839, gbif:4867544,irmng:119222, extinct,barren
Pupiaoidae, 7921241, gbif:9571111, extinct_inherited,barren
Pemphilimnadiopsidae, 2960743, gbif:4304494,irmng:102724, sibling_higher,extinct,barren
Oxytomidae, 4967772, worms:833200,gbif:3248044,irmng:100226, extinct
Phyllariaceae, 287745, ncbi:130732,worms:143756,gbif:7741,irmng:105864, merged,barren
Nanpanaspididae, 4143283, gbif:4815347,irmng:111879, major_rank_conflict,extinct,barren
Dictyoclostidae, 4163413, gbif:4866962,irmng:113232, extinct
Haddoniidae, 4806455, worms:491739,gbif:4901243,irmng:115102, unplaced_inherited
Hyperodapedontidae, 6149149, gbif:8505056, sibling_higher,barren
Toxochelyidae, 4948155, gbif:3239043,irmng:114000, sibling_higher,extinct
Vemanidae, 7696932, gbif:9808135, merged,barren
Sertularellidae, 7996252, gbif:9575496, merged,barren
Eumenotidae, 5022602, gbif:3266463,irmng:110378, sibling_higher,barren
Paradelocrinidae, 3648836, gbif:4873406,irmng:118220, major_rank_conflict,extinct_inherited
Mucilinaceae, 4742812, gbif:4898307,irmng:105737, major_rank_conflict,extinct,barren
Stenomatidae, 4327893, gbif:4705500,irmng:110663, sibling_higher,barren
Norellidae, 4969574, gbif:3252431,irmng:102196, sibling_higher,extinct
Bimichaeliidae, 5127957, gbif:3253268,irmng:116417, major_rank_conflict,barren
Pennospiriferinidae, 2933787, gbif:4868379,irmng:118327, extinct
Lissoceratidae, 2870685, gbif:4624676,irmng:101723, sibling_higher,extinct
Pisocrinidae, 3648721, gbif:4873687,irmng:111684, major_rank_conflict,extinct
Emprosthopharyngidae, 3670984, gbif:4344054,irmng:109773, sibling_higher,barren
Numidotheriidae, 4943110, gbif:4825609,irmng:117866, extinct
Akeratidae, 6137815, gbif:4304686, major_rank_conflict,barren
Tulipacrinidae, 6162381, gbif:8579477, sibling_higher,extinct
Colombellinidae, 2916288, worms:833903,gbif:4617163,irmng:112639, extinct
Liassophilidae, 3429487, gbif:4682855,irmng:102760, extinct
Tshekarchiereidae, 6324462, gbif:8570568, major_rank_conflict,extinct,barren
Alceidae, 6137823, gbif:7589561, major_rank_conflict,barren
Striariaceae, 5585087, worms:143715,gbif:3236418,irmng:109159, barren
Adinimonadaceae, 4796884, worms:109402,gbif:8056218,irmng:107431, barren
Suessiidae, 4971529, gbif:3252055,irmng:102563, extinct
Phaeodactylaceae, 356808, ncbi:38749,worms:175581,gbif:7428022,irmng:115026, sibling_higher,merged,barren
Forficidae, 6140760, gbif:7645290, sibling_higher
Bathyspadellidae, 3660660, gbif:4281598, barren
Zalambdalestidae, 3607404, gbif:4834415,irmng:103552, sibling_higher,extinct
Haplareidae, 4715751, gbif:4942907, sibling_higher,extinct,barren
Holmerellidae, 2934503, gbif:4864263,irmng:119428, sibling_higher,extinct,barren
Lithomantidae, 4665084, gbif:9428826, sibling_higher,extinct_inherited
Kuehnitidae, 6162131, gbif:8645191, major_rank_conflict,extinct,barren
Cyathodiniidae, 4806113, gbif:8238345,irmng:113145, sibling_higher,barren
Nanictidopidae, 7667720, gbif:9628415, major_rank_conflict,extinct
Belonochasmatidae, 4144756, gbif:4965533, extinct,barren
Mammutidae, 4943118, gbif:3240496,irmng:102673, extinct
Dunkleosteidae, 6138562, gbif:8510286, major_rank_conflict,extinct
Orthotomidae, 2933418, gbif:4869723,irmng:102197, sibling_higher,extinct
Pseudoastrosphaeriellaceae, 7513720, ncbi:2589060,gbif:9757540, inconsistent,barren
Neritiliidae, 38977, worms:411637,ncbi:200174,gbif:4357657,irmng:117796, extinct_inherited
Youngoolithidae, 6158481, gbif:8659904, sibling_higher,extinct_inherited
Protonodosariidae, 4804697, gbif:8295118,irmng:117378, sibling_higher,inconsistent,extinct,barren
Pseudorbitoididae, 4804680, worms:720954,gbif:7486535,irmng:100110, sibling_higher,extinct
Natlaspididae, 4143719, gbif:4815495,irmng:101552, major_rank_conflict,extinct,barren
Kiaeraspididae, 4144147, gbif:4815610,irmng:118870, major_rank_conflict,extinct,barren
Matildidae, 6363995, gbif:8638447, major_rank_conflict,barren
Electralbertidae, 3030377, gbif:4801533,irmng:116550, sibling_higher,extinct
Pleurochloridaceae, 1004455, ncbi:195996,worms:115063,gbif:8704,irmng:108344, inconsistent,barren
Stolonodendridae, 3659727, worms:579862,gbif:4862545,irmng:102927, sibling_higher,extinct
Heteroaspididae, 4709106, gbif:4805157,irmng:100951, sibling_higher,extinct,barren
Erythrogloeaceae, 7517403, ncbi:2170432, merged,barren
Aspergillaceae, 5261956, ncbi:1131492,gbif:3563703, inconsistent,barren
Ptychoparioidae, 4706774, gbif:4634166,irmng:116728, extinct
Derepyxidaceae, 4023443, gbif:2905,irmng:107699, sibling_higher,barren
Diploblastidae, 3658307, gbif:4877062,irmng:102905, major_rank_conflict,extinct,barren
Helminthosporiaceae, 6380291, gbif:3307223, barren
Pachydomidae, 5692636, gbif:8422868, sibling_higher,barren
Adianthidae, 3615597, gbif:4834224,irmng:102892, extinct
Lapillopsidae, 6372834, gbif:8540925, major_rank_conflict,extinct,barren
Dinichthyidae, 4949941, gbif:3240803,irmng:101421, major_rank_conflict,extinct
Holasteridae, 3649861, worms:510770,gbif:4305515,irmng:100943, sibling_higher,extinct
Mixopteridae, 4709258, gbif:4668163,irmng:102592, major_rank_conflict,extinct,barren
Acerosodontosauridae, 4144086, gbif:4965458, unplaced,major_rank_conflict,extinct,barren
Caerorhachidae, 3621220, gbif:4815977,irmng:102357, major_rank_conflict,extinct
Cryptopsidae, 6177199, gbif:7985355, barren
Stereochoristidae, 6324394, gbif:8617661, major_rank_conflict,extinct,barren
Proetidae, 5130576, gbif:3267221,irmng:116784, extinct
Dolichophonidae, 5124433, gbif:6880670,irmng:120187, sibling_higher,extinct
Leclercqiaceae, 6136128, gbif:8461918, major_rank_conflict,extinct,barren
Cornuodontidae, 4140069, gbif:4841645,irmng:102825, major_rank_conflict,extinct,barren
Suvorovellidae, 5154097, gbif:4893147,irmng:104374, major_rank_conflict,extinct
Susisuchidae, 6158257, gbif:8617382, unplaced,major_rank_conflict,extinct,barren
Sparisomidae, 7653826, gbif:9515215, major_rank_conflict,extinct,barren
Archaeaspididae, 4705374, gbif:4636133,irmng:119198,irmng:117112, extinct
Perittocrinidae, 3649359, gbif:4873971,irmng:102553, major_rank_conflict,extinct,barren
Sunaspididae, 6325912, gbif:8523525, major_rank_conflict,extinct_inherited
Cardioceratidae, 2869253, gbif:4627605,irmng:100744, sibling_higher,extinct
Melittosphecidae, 6287382, gbif:7729216, sibling_higher,extinct_inherited
Zanthopsidae, 4668844, gbif:4646340,irmng:117685, sibling_higher,extinct
Comarocystitidae, 3659284, gbif:4871365,irmng:101936, major_rank_conflict,extinct
Chrustenoporidae, 2933864, gbif:4865106,irmng:102340, extinct
Chirogidae, 4143072, gbif:4968768, major_rank_conflict,extinct,barren
Rhincalanidae, 5756302, worms:345271,gbif:9052,irmng:107102, merged,barren
Albumaresidae, 4719652, gbif:4870949,irmng:103877, major_rank_conflict,extinct,barren
Hysterocarpidae, 7653684, gbif:9488510, major_rank_conflict,extinct,barren
Bilidiidae, 4031220, gbif:6123719, barren
Aephnidiogenidae, 5694055, worms:744186,gbif:7392398, merged,barren
Merycoidodontidae, 4944417, gbif:3240455,irmng:102971, sibling_higher,extinct
Aetosauridae, 4129726, gbif:4818103,irmng:116950, extinct
Syringocapsidae, 4019984, gbif:4893083,irmng:110925, sibling_higher,extinct
Beecheriidae, 2932888, gbif:4868769,irmng:117282, sibling_higher,extinct
Trimerellidae, 4949839, gbif:3252636,irmng:117175, major_rank_conflict,extinct
Tvaerenellidae, 2969422, worms:768240,gbif:4808607,irmng:101980, sibling_higher,extinct
Corynostylidae, 4149721, gbif:4855890,irmng:104064, sibling_higher,extinct,barren
Ordosiidae, 4709121, gbif:4637113,irmng:117952, sibling_higher,extinct
Plectoconchidae, 2932811, gbif:4868635,irmng:118516, sibling_higher,extinct
Spirostylidae, 2915215, worms:833850,gbif:4605943,irmng:101261, incertae_sedis,extinct
Heteroceratidae, 4954599, gbif:3245794,irmng:100668, sibling_higher,extinct
Chonostrophiidae, 4163997, gbif:4869637,irmng:102338, extinct
Solenoptilidae, 3018829, gbif:4803852,irmng:102759, sibling_higher,extinct
Orthorhynchulidae, 2931812, gbif:4865467,irmng:118029, sibling_higher,extinct
Calcancoridae, 6161585, gbif:8509038, extinct
Harknessellidae, 2933691, gbif:4869712,irmng:101870, extinct
Xiphiostomidae, 7653836, gbif:9343389, major_rank_conflict,extinct,barren
Dyrosauridae, 3605928, gbif:4822244,irmng:111943, extinct
Limnohalacaridae, 5127955, gbif:3253266,irmng:115454, sibling_higher,barren
Permopanorpidae, 3429517, gbif:4803754,irmng:101950, extinct
Etheirophoraceae, 5677530, ncbi:1535433,gbif:7555850, incertae_sedis
Pharmacichthyidae, 3642512, gbif:4839828,irmng:101529, sibling_higher,extinct,barren
Calceolidae, 4717465, gbif:4882048,irmng:117399, extinct
Permomeropidae, 4664375, gbif:4770352,irmng:102757, extinct,barren
Notopithecidae, 7654065, gbif:9535911, major_rank_conflict,extinct
Ovatoconchidae, 5681110, worms:833031,gbif:7817585, extinct,barren
Xiphisternidae, 7653837, gbif:9499088, major_rank_conflict,extinct,barren
Belodontidae, 4140918, gbif:4841932,irmng:111816, major_rank_conflict,extinct
Fusiturridae, 7952493, gbif:9891904, merged,barren
Eurytheriidae, 3617115, gbif:4971587, major_rank_conflict,extinct,barren
Tetradiclidaceae, 6125146, gbif:4197028, merged,barren
Remingtonocetidae, 4942455, gbif:3240261,irmng:102887, sibling_higher,extinct
Elodophthalmidae, 5089257, gbif:6880467,irmng:119959, sibling_higher,extinct
Asterocyathidae, 4722217, gbif:4814265,irmng:103360, major_rank_conflict,extinct,barren
Clathricoscinidae, 4720654, gbif:4814448,irmng:103225, major_rank_conflict,extinct,barren
Mimiidae, 4140755, gbif:4839587,irmng:101593, major_rank_conflict,extinct,barren
Parawocklumeriidae, 2870823, gbif:4621284,irmng:113116, sibling_higher,extinct
Ctenopthalmidae, 3324065, gbif:4770162,irmng:114461, sibling_higher,barren
Palaeotrilineatidae, 6175964, gbif:8540624, sibling_higher
Dicerocardiidae, 4967094, worms:833309,gbif:3247558,irmng:113359, extinct
Cetiocaridae, 6164824, gbif:8673258, major_rank_conflict,extinct
Phasanidae, 3596122, gbif:4966432, 
Cyrtospiriferidae, 4971689, gbif:3252269,irmng:104650, extinct
Halithersidae, 6174830, gbif:8561633, sibling_higher,extinct
Protoavidae, 4130198, gbif:4822965,irmng:116618, extinct,barren
Linoporellidae, 4970804, gbif:3252429,irmng:118949, extinct
Creaphididae, 4222693, gbif:4383834,irmng:102052, sibling_higher,extinct
Periophthalmidae, 7653741, gbif:9326398, major_rank_conflict,extinct,barren
Kundatiaceae, 4742767, gbif:4899876,irmng:105945, major_rank_conflict,extinct
Palaeasteridae, 3657559, gbif:4872681,irmng:105747, major_rank_conflict,extinct
Xenomartiniidae, 4971945, gbif:3252506,irmng:102097, extinct
Nemagraptidae, 4940289, gbif:3243121,irmng:100699, major_rank_conflict,extinct
Protozeugidae, 4163234, gbif:4868430,irmng:103580, extinct
Homoeotrichaceae, 4016280, ncbi:1892253,worms:196244,gbif:4382289, sibling_higher,barren
Actinochonidae, 4805992, gbif:7652388,irmng:113609, sibling_higher,barren
Globotextulariidae, 915199, ncbi:944429,worms:465781,gbif:4903887,irmng:101653, unplaced_inherited
Fragilariaceae, 173960, ncbi:33856,worms:148952,gbif:7149,irmng:105889, sibling_higher,inconsistent,barren
Enemosphaeraceae, 5248844, gbif:8824,irmng:104950, sibling_higher,barren
Geosauridae, 4142191, gbif:4965628, sibling_higher,extinct,barren
Syrnolopsidae, 4961041, gbif:3244438, major_rank_conflict,barren
Mixtotheriidae, 4944611, gbif:4835643,irmng:111519, sibling_higher,extinct
Camptotaxineuridae, 6193506, gbif:8681648, major_rank_conflict,extinct,barren
Haramiyidae, 4945147, gbif:3239685,irmng:102058, major_rank_conflict,extinct
Conoclypidae, 3651375, worms:510661,gbif:4875722,irmng:111738, sibling_higher,extinct
Gondwanothrichidae, 6184092, gbif:8109893, merged,barren
Thoracoporidae, 4152978, gbif:4856033,irmng:101123, sibling_higher,extinct,barren
Intraporidae, 4151631, worms:468494,gbif:9221,irmng:104070, extinct
Dattidae, 2852210, gbif:4592606,irmng:111232, sibling_higher,extinct,barren
Distigmidae, 7646023, gbif:9997605, major_rank_conflict,barren
Robertocyathidae, 4721322, gbif:4814317,irmng:103883, major_rank_conflict,extinct,barren
Leiofusidae, 4802292, irmng:103699, hidden,barren
Myriosporidae, 5157644, irmng:115975, unplaced,hidden,barren
Phormospyridae, 4019653, gbif:4896471,irmng:111924, sibling_higher,barren
Calceocrinidae, 3648073, gbif:4873961,irmng:111778, major_rank_conflict,extinct
Sfeniellidae, 7926063, gbif:9461940, sibling_higher,barren
Granulinidae, 7954045, gbif:10447806, sibling_higher,barren
Simiidae, 4941625, gbif:3239546,irmng:116484, sibling_higher,extinct_inherited
Klukiaceae, 7579303, gbif:9648708, extinct_inherited
Rhodocrinitidae, 3648092, gbif:4874587,irmng:101070, major_rank_conflict,extinct
Sestrostromellidae, 2843192, gbif:4581610,irmng:119088, major_rank_conflict,extinct,barren
Palaeophyllitidae, 2869230, gbif:4946803, sibling_higher,extinct_inherited
Ancopteridae, 4664939, gbif:4802318,irmng:102799, extinct
Nathorstianaceae, 7642679, gbif:9649318, barren
Permosynidae, 4650803, gbif:4735600,irmng:119183, extinct
Rhabdosteidae, 3612301, gbif:4832601,irmng:102888, sibling_higher,extinct
Spondylospiridae, 2933648, gbif:4868386,irmng:119223, extinct
Blochiidae, 3639991, gbif:4841322,irmng:101451, sibling_higher,extinct
Luxtoniidae, 5127516, gbif:6896303,irmng:120256, sibling_higher,barren
Mayiellidae, 4704304, gbif:4636093,irmng:115257, extinct,barren
Microspongiidae, 6373002, gbif:8306291, major_rank_conflict,barren
Hypoxylaceae, 7520751, ncbi:2033035,gbif:3302958, inconsistent,barren
Cambaroididae, 7694889, gbif:9271464, sibling_higher,barren
Cretostylopidae, 6290882, gbif:8467251, sibling_higher,extinct_inherited
Aureliidae, 7647167, gbif:8901141, major_rank_conflict,barren
Hyellaceae, 5993769, ncbi:1890500,worms:146612,gbif:7107, sibling_higher,inconsistent,barren
Nementchamyidae, 6144554, gbif:8646998, sibling_higher,extinct,barren
Hastingsiidae, 4151128, worms:238299,gbif:9710,irmng:108849, merged,barren
Aspidiscidae, 700383, ncbi:138847,worms:179304,gbif:7875162,irmng:114578, sibling_higher,merged,barren
Domuzdagiidae, 4004995, gbif:4905314,irmng:118469, extinct
Nelegerocornidae, 2924549, gbif:4863775,irmng:111268, major_rank_conflict,extinct
Coeloscysphiidae, 2843488, gbif:4581218,irmng:111049, extinct,barren
Duranidae, 6337942, gbif:8499362, major_rank_conflict,extinct,barren
Penthimiidae, 4227122, gbif:5735409, sibling_higher,barren
Turanoviidae, 6291037, gbif:8700485, sibling_higher,extinct,barren
Paraspiriferinidae, 4971760, gbif:3252260,irmng:104153, extinct
Phaneroporidae, 4164078, gbif:4866193,irmng:107731, sibling_higher,barren
Crosaphididae, 4523487, gbif:4785577,irmng:112129, sibling_higher,extinct,barren
Ctenoptilidae, 6193561, gbif:8654600, extinct_inherited
Polyblastidiidae, 2843729, gbif:4580432,irmng:112256, extinct
Sellithyrididae, 2932806, gbif:4869136,irmng:119071, sibling_higher,extinct
Melanosauridae, 4126773, gbif:4822958,irmng:113866, extinct,barren
Probillingsitidae, 6351512, gbif:8544253, major_rank_conflict,extinct,barren
Anomalosaepiidae, 6344077, gbif:8546144, major_rank_conflict,extinct,barren
Gephyrocapsaceae, 4023439, worms:115070,gbif:7124,irmng:107106, sibling_higher,extinct_inherited
Aratellidae, 4164323, gbif:4869683,irmng:102104, sibling_higher,extinct,barren
Falsiformicidae, 4539836, gbif:4298498,irmng:112137, sibling_higher,extinct
Bathyuridae, 5129731, gbif:3267217,irmng:117057, extinct
Mesocinetidae, 5089132, gbif:6993931,irmng:119962, sibling_higher,extinct
Micheliniidae, 5142340, gbif:3250560,irmng:103915, major_rank_conflict,extinct
Bigotinidae, 6164696, gbif:8446400, extinct_inherited
Phacidae, 7646127, gbif:10046589, sibling_higher,barren
Jarmilidae, 3006618, gbif:4683332,irmng:112761, sibling_higher,extinct
Miraculidae, 4188407, gbif:4711390,irmng:109958, sibling_higher,barren
Hypermecaspididae, 6176911, gbif:8439707, extinct,barren
Pseudolitheliidae, 4020699, gbif:7900267,irmng:117467, major_rank_conflict,extinct
Coreospiridae, 2923557, worms:833702,gbif:4584231,irmng:118074, incertae_sedis_inherited,extinct
Carolastaeidae, 4716009, gbif:4880404,irmng:117491, sibling_higher,extinct
Beltraniaceae, 5982795, ncbi:1769450,gbif:3561106, merged,barren
Apertospathulidae, 4805679, ncbi:2052918,gbif:8203118, unplaced
Funginellidae, 4715571, gbif:4879371,irmng:117503, sibling_higher,extinct
Aegyrianidae, 2828530, gbif:8112475, sibling_higher,barren
Decastavidae, 7646005, gbif:10464210, major_rank_conflict,barren
Perleididae, 4949763, gbif:3238219,irmng:104101, major_rank_conflict,extinct
Sphaerophragmidiaceae, 6382773, gbif:7754308, barren
Cyclacanthariidae, 4973680, gbif:3252554,irmng:118177, extinct
Meduanarostridae, 7921528, gbif:9562017, sibling_higher,barren
Gephuroceratidae, 2869627, gbif:4624949,irmng:100663, sibling_higher,extinct
Mesacanthidae, 4144227, gbif:4842653,irmng:112671, major_rank_conflict,extinct
Sporocadaceae, 5982737, ncbi:1812776,gbif:9649543,gbif:9714866,gbif:9802508,gbif:3288025, sibling_higher,inconsistent,barren
Tabulaconidae, 4718557, gbif:4878872,irmng:102498, major_rank_conflict,extinct,barren
Belemnotheutididae, 7940924, gbif:9576059, sibling_higher,extinct,barren
Cafeteriaceae, 5343310, gbif:8710, unplaced,barren
Platygasteridae, 6287531, gbif:4298520, sibling_higher,barren
Nitrosopumilaceae, 933985, ncbi:338190,worms:559432,gbif:6453386,irmng:121355, sibling_higher,inconsistent,barren
Pentoxylaceae, 5143543, gbif:3230451,irmng:111967, major_rank_conflict,extinct
Boreaspididae, 4144151, gbif:4815619,irmng:101291, major_rank_conflict,extinct
Breviodontidae, 3615157, gbif:4969663, major_rank_conflict,extinct,barren
Tsunyidiscidae, 4705330, gbif:4639327,irmng:117047, extinct
Polygyrinidae, 2917516, worms:833872,gbif:9624466,irmng:118533, incertae_sedis,extinct,barren
Chrysogorgidae, 7995268, gbif:8755779, sibling_higher,barren
Icaronycteridae, 3614159, gbif:4831782,irmng:112234, sibling_higher,extinct,barren
